"","cbsa_name","cbsa_code","tech_name","lq","div","ubi","KCI","TCI"
"607","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," edtech",3.91535791039841,96,19,72.3094652987434,60.7894736842105
"608","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," grocery",3.75221799746515,96,10,72.3094652987434,59.9
"609","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," software engineering",3.75221799746515,96,8,72.3094652987434,80.875
"610","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," e-learning",3.55473283970382,96,16,72.3094652987434,71.9375
"611","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," security",3.43423342140878,96,22,72.3094652987434,50.5454545454545
"612","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," identity management",3.33530488663568,96,12,72.3094652987434,81.6666666666667
"613","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," paas",3.10528385997116,96,13,72.3094652987434,83.9230769230769
"614","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," communications infrastructure",3.00177439797212,96,6,72.3094652987434,78.1666666666667
"615","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," higher education",2.81416349809886,96,7,72.3094652987434,80.7142857142857
"616","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," iaas",2.81416349809886,96,9,72.3094652987434,104.111111111111
"617","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," location based services",2.64862446879893,96,19,72.3094652987434,60.7368421052632
"618","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," geospatial",2.36982189313588,96,9,72.3094652987434,80.6666666666667
"619","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," health insurance",2.36982189313588,96,8,72.3094652987434,77.25
"620","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900","enterprise software",2.36982189313588,96,16,72.3094652987434,47.125
"621","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," cloud infrastructure",2.30905722920932,96,9,72.3094652987434,95.1111111111111
"622","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," database",2.25133079847909,96,14,72.3094652987434,72
"623","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," developer apis",2.25133079847909,96,13,72.3094652987434,58.9230769230769
"624","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," cleantech",2.14412456998008,96,10,72.3094652987434,56.9
"625","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," data center",2.14412456998008,96,9,72.3094652987434,87.7777777777778
"626","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," fraud detection",2.04666436225372,96,8,72.3094652987434,98
"627","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900","automotive",2.04666436225372,96,15,72.3094652987434,45.9333333333333
"628","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," mobile advertising",1.95767895519921,96,11,72.3094652987434,91.3636363636364
"629","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," e-commerce platforms",1.91602621147156,96,14,72.3094652987434,67.5714285714286
"630","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," developer tools",1.87610899873257,96,12,72.3094652987434,64.0833333333333
"631","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," electric vehicle",1.80106463878327,96,15,72.3094652987434,65.6666666666667
"632","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," energy storage",1.80106463878327,96,14,72.3094652987434,49.2142857142857
"633","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," renewable energy",1.77736641985191,96,32,72.3094652987434,40.28125
"634","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," brand marketing",1.73179292190699,96,12,72.3094652987434,77.0833333333333
"635","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," social network",1.73179292190699,96,10,72.3094652987434,82.3
"636","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," cloud computing",1.62746804709332,96,18,72.3094652987434,61.5
"637","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," augmented reality",1.55264192998558,96,10,72.3094652987434,63.6
"638","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," data mining",1.55264192998558,96,10,72.3094652987434,76.5
"639","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," logistics",1.51775110009826,96,23,72.3094652987434,50
"640","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," nutrition",1.50088719898606,96,18,72.3094652987434,51.0555555555556
"641","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," sensor",1.50088719898606,96,14,72.3094652987434,66.9285714285714
"642","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," medical device",1.45919588790311,96,60,72.3094652987434,24.3666666666667
"643","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," ios",1.42189313588153,96,21,72.3094652987434,53.1428571428571
"644","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," cannabis",1.40708174904943,96,16,72.3094652987434,63.1875
"645","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," mobile devices",1.40708174904943,96,15,72.3094652987434,67.7333333333333
"646","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," mhealth",1.36444290816914,96,21,72.3094652987434,49.8095238095238
"647","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," insurance",1.33742423672025,96,29,72.3094652987434,46.3793103448276
"648","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," data visualization",1.30511930346614,96,16,72.3094652987434,68.6875
"649","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," analytics",1.25073933248838,96,18,72.3094652987434,60.3333333333333
"650","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," search engine",1.21693556674545,96,14,72.3094652987434,70.7142857142857
"651","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," internet of things",1.17973666295847,96,38,72.3094652987434,35.8684210526316
"652","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," social media",1.16197718631179,96,26,72.3094652987434,51.1153846153846
"653","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," food processing",1.09821014559955,96,27,72.3094652987434,47.962962962963
"654","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," mobile payments",1.09821014559955,96,16,72.3094652987434,60.3125
"655","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," advertising platforms",1.07206228499004,96,13,72.3094652987434,73.3076923076923
"656","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," data integration",1.07206228499004,96,17,72.3094652987434,64.8823529411765
"657","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," enterprise software",1.02722317801327,96,45,72.3094652987434,24.6666666666667
"658","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," business intelligence",1.02333218112686,96,23,72.3094652987434,42.4347826086956
"659","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900"," fintech",1.00377806301615,96,37,72.3094652987434,37.7297297297297
"660","Washington-Arlington-Alexandria, DC-VA-MD-WV","47900","analytics",1.00059146599071,96,30,72.3094652987434,25.6
"661","Boston-Cambridge-Newton, MA-NH","14460"," emergency medicine",7.46658259773014,121,3,70.7343684432803,131.333333333333
"662","Boston-Cambridge-Newton, MA-NH","14460"," diabetes",4.97772173182009,121,6,70.7343684432803,44.6666666666667
"663","Boston-Cambridge-Newton, MA-NH","14460"," 3d technology",4.07268141694371,121,5,70.7343684432803,55.8
"664","Boston-Cambridge-Newton, MA-NH","14460"," biopharma",3.73329129886507,121,6,70.7343684432803,71.8333333333333
"665","Boston-Cambridge-Newton, MA-NH","14460"," commercial insurance",3.73329129886507,121,4,70.7343684432803,84.75
"666","Boston-Cambridge-Newton, MA-NH","14460"," communication hardware",3.73329129886507,121,4,70.7343684432803,98.5
"667","Boston-Cambridge-Newton, MA-NH","14460"," cosmetic surgery",3.73329129886507,121,4,70.7343684432803,82.75
"668","Boston-Cambridge-Newton, MA-NH","14460"," ediscovery",3.73329129886507,121,4,70.7343684432803,108.25
"669","Boston-Cambridge-Newton, MA-NH","14460"," elder care",3.73329129886507,121,4,70.7343684432803,107
"670","Boston-Cambridge-Newton, MA-NH","14460"," higher education",3.73329129886507,121,7,70.7343684432803,80.7142857142857
"671","Boston-Cambridge-Newton, MA-NH","14460"," task management",3.73329129886507,121,4,70.7343684432803,120.5
"672","Boston-Cambridge-Newton, MA-NH","14460"," virtualization",3.73329129886507,121,4,70.7343684432803,89.25
"673","Boston-Cambridge-Newton, MA-NH","14460","logistics",3.73329129886507,121,4,70.7343684432803,94.75
"674","Boston-Cambridge-Newton, MA-NH","14460"," life science",3.55551552272864,121,29,70.7343684432803,36.1379310344828
"675","Boston-Cambridge-Newton, MA-NH","14460"," loyalty programs",3.55551552272864,121,9,70.7343684432803,83.5555555555556
"676","Boston-Cambridge-Newton, MA-NH","14460"," power grid",3.44611504510622,121,9,70.7343684432803,69.8888888888889
"677","Boston-Cambridge-Newton, MA-NH","14460"," machinery manufacturing",3.31848115454673,121,6,70.7343684432803,77.6666666666667
"678","Boston-Cambridge-Newton, MA-NH","14460"," genetics",3.28201432867259,121,19,70.7343684432803,54.0526315789474
"679","Boston-Cambridge-Newton, MA-NH","14460"," clinical trials",3.0475847337674,121,18,70.7343684432803,52.4444444444444
"680","Boston-Cambridge-Newton, MA-NH","14460"," auto insurance",2.98663303909206,121,4,70.7343684432803,98.5
"681","Boston-Cambridge-Newton, MA-NH","14460"," nfc",2.98663303909206,121,4,70.7343684432803,71.5
"682","Boston-Cambridge-Newton, MA-NH","14460"," quantum computing",2.98663303909206,121,4,70.7343684432803,115
"683","Boston-Cambridge-Newton, MA-NH","14460","clinical trials",2.98663303909206,121,5,70.7343684432803,40.4
"684","Boston-Cambridge-Newton, MA-NH","14460","communications infrastructure",2.98663303909206,121,5,70.7343684432803,62.6
"685","Boston-Cambridge-Newton, MA-NH","14460"," cleantech",2.84441241818291,121,10,70.7343684432803,56.9
"686","Boston-Cambridge-Newton, MA-NH","14460"," semiconductor",2.76540096212227,121,12,70.7343684432803,56.4166666666667
"687","Boston-Cambridge-Newton, MA-NH","14460"," clean energy",2.71512094462914,121,8,70.7343684432803,67.875
"688","Boston-Cambridge-Newton, MA-NH","14460"," fuel",2.71512094462914,121,6,70.7343684432803,70.6666666666667
"689","Boston-Cambridge-Newton, MA-NH","14460"," network hardware",2.71512094462914,121,7,70.7343684432803,80.4285714285714
"690","Boston-Cambridge-Newton, MA-NH","14460"," cloud management",2.59707220790614,121,7,70.7343684432803,95.5714285714286
"691","Boston-Cambridge-Newton, MA-NH","14460"," fantasy sports",2.48886086591005,121,5,70.7343684432803,62.2
"692","Boston-Cambridge-Newton, MA-NH","14460"," intrusion detection",2.48886086591005,121,4,70.7343684432803,95
"693","Boston-Cambridge-Newton, MA-NH","14460"," sensor",2.48886086591005,121,14,70.7343684432803,66.9285714285714
"694","Boston-Cambridge-Newton, MA-NH","14460","3d technology",2.48886086591005,121,6,70.7343684432803,38.8333333333333
"695","Boston-Cambridge-Newton, MA-NH","14460","business intelligence",2.48886086591005,121,6,70.7343684432803,85.8333333333333
"696","Boston-Cambridge-Newton, MA-NH","14460","cannabis",2.48886086591005,121,6,70.7343684432803,51.1666666666667
"697","Boston-Cambridge-Newton, MA-NH","14460"," energy storage",2.38930643127364,121,14,70.7343684432803,49.2142857142857
"698","Boston-Cambridge-Newton, MA-NH","14460"," neuroscience",2.35786818875689,121,10,70.7343684432803,68.8
"699","Boston-Cambridge-Newton, MA-NH","14460","electronics",2.35786818875689,121,13,70.7343684432803,40.7692307692308
"700","Boston-Cambridge-Newton, MA-NH","14460"," health diagnostics",2.27243818191787,121,45,70.7343684432803,30.7333333333333
"701","Boston-Cambridge-Newton, MA-NH","14460"," cloud security",2.23997477931904,121,8,70.7343684432803,99.75
"702","Boston-Cambridge-Newton, MA-NH","14460"," energy efficiency",2.23997477931904,121,17,70.7343684432803,39.1764705882353
"703","Boston-Cambridge-Newton, MA-NH","14460"," online games",2.23997477931904,121,10,70.7343684432803,76.8
"704","Boston-Cambridge-Newton, MA-NH","14460"," contact management",2.13330931363718,121,7,70.7343684432803,98.4285714285714
"705","Boston-Cambridge-Newton, MA-NH","14460"," employee benefits",2.13330931363718,121,6,70.7343684432803,127.833333333333
"706","Boston-Cambridge-Newton, MA-NH","14460"," incubators",2.13330931363718,121,6,70.7343684432803,108.833333333333
"707","Boston-Cambridge-Newton, MA-NH","14460"," mechanical engineering",2.13330931363718,121,9,70.7343684432803,60.7777777777778
"708","Boston-Cambridge-Newton, MA-NH","14460"," optical communication",2.13330931363718,121,5,70.7343684432803,135.2
"709","Boston-Cambridge-Newton, MA-NH","14460"," private cloud",2.13330931363718,121,5,70.7343684432803,82
"710","Boston-Cambridge-Newton, MA-NH","14460"," supply chain management",2.13330931363718,121,11,70.7343684432803,75.2727272727273
"711","Boston-Cambridge-Newton, MA-NH","14460"," web apps",2.13330931363718,121,6,70.7343684432803,74
"712","Boston-Cambridge-Newton, MA-NH","14460","clean energy",2.13330931363718,121,6,70.7343684432803,60.5
"713","Boston-Cambridge-Newton, MA-NH","14460"," pharmaceutical",2.09588283445057,121,34,70.7343684432803,33.5
"714","Boston-Cambridge-Newton, MA-NH","14460"," personal finance",2.03634070847186,121,9,70.7343684432803,76
"715","Boston-Cambridge-Newton, MA-NH","14460"," content marketing",1.9478041559296,121,6,70.7343684432803,112.5
"716","Boston-Cambridge-Newton, MA-NH","14460"," mobile advertising",1.9478041559296,121,11,70.7343684432803,91.3636363636364
"717","Boston-Cambridge-Newton, MA-NH","14460"," retail technology",1.93937210330653,121,22,70.7343684432803,54.1818181818182
"718","Boston-Cambridge-Newton, MA-NH","14460"," bioinformatics",1.86664564943253,121,3,70.7343684432803,108.333333333333
"719","Boston-Cambridge-Newton, MA-NH","14460"," digital signage",1.86664564943253,121,6,70.7343684432803,98
"720","Boston-Cambridge-Newton, MA-NH","14460"," drone management",1.86664564943253,121,7,70.7343684432803,63.7142857142857
"721","Boston-Cambridge-Newton, MA-NH","14460"," energy management",1.86664564943253,121,12,70.7343684432803,72
"722","Boston-Cambridge-Newton, MA-NH","14460"," local advertising",1.86664564943253,121,7,70.7343684432803,60.5714285714286
"723","Boston-Cambridge-Newton, MA-NH","14460"," recycling",1.86664564943253,121,7,70.7343684432803,84.7142857142857
"724","Boston-Cambridge-Newton, MA-NH","14460"," seo",1.86664564943253,121,5,70.7343684432803,101
"725","Boston-Cambridge-Newton, MA-NH","14460","developer platform",1.86664564943253,121,6,70.7343684432803,39.1666666666667
"726","Boston-Cambridge-Newton, MA-NH","14460"," electric vehicle",1.79197982345523,121,15,70.7343684432803,65.6666666666667
"727","Boston-Cambridge-Newton, MA-NH","14460"," wearables",1.79197982345523,121,14,70.7343684432803,46.3571428571429
"728","Boston-Cambridge-Newton, MA-NH","14460","biopharma",1.7568429641718,121,10,70.7343684432803,73.5
"729","Boston-Cambridge-Newton, MA-NH","14460"," robotics",1.73331381733021,121,27,70.7343684432803,41.4444444444444
"730","Boston-Cambridge-Newton, MA-NH","14460"," email marketing",1.72305752255311,121,13,70.7343684432803,61.6923076923077
"731","Boston-Cambridge-Newton, MA-NH","14460","analytics",1.65924057727336,121,30,70.7343684432803,25.6
"732","Boston-Cambridge-Newton, MA-NH","14460"," consumer research",1.65924057727336,121,7,70.7343684432803,126.428571428571
"733","Boston-Cambridge-Newton, MA-NH","14460"," intelligent systems",1.65924057727336,121,7,70.7343684432803,109
"734","Boston-Cambridge-Newton, MA-NH","14460"," last mile transportation",1.65924057727336,121,7,70.7343684432803,108.571428571429
"735","Boston-Cambridge-Newton, MA-NH","14460"," medical",1.65924057727336,121,97,70.7343684432803,16.4742268041237
"736","Boston-Cambridge-Newton, MA-NH","14460"," home health care",1.57191212583792,121,14,70.7343684432803,65.8571428571429
"737","Boston-Cambridge-Newton, MA-NH","14460"," navigation",1.57191212583792,121,11,70.7343684432803,54.5454545454545
"738","Boston-Cambridge-Newton, MA-NH","14460"," social media marketing",1.57191212583792,121,10,70.7343684432803,87.2
"739","Boston-Cambridge-Newton, MA-NH","14460","enterprise software",1.57191212583792,121,16,70.7343684432803,47.125
"740","Boston-Cambridge-Newton, MA-NH","14460"," email",1.54481019263382,121,11,70.7343684432803,81.1818181818182
"741","Boston-Cambridge-Newton, MA-NH","14460"," cloud infrastructure",1.53160668671387,121,9,70.7343684432803,95.1111111111111
"742","Boston-Cambridge-Newton, MA-NH","14460"," drones",1.5237923668837,121,18,70.7343684432803,59.2222222222222
"743","Boston-Cambridge-Newton, MA-NH","14460"," medical device",1.52097052916725,121,60,70.7343684432803,24.3666666666667
"744","Boston-Cambridge-Newton, MA-NH","14460"," electronics",1.5100953568443,121,26,70.7343684432803,46.6538461538462
"745","Boston-Cambridge-Newton, MA-NH","14460"," chemical",1.49331651954603,121,15,70.7343684432803,41.0666666666667
"746","Boston-Cambridge-Newton, MA-NH","14460"," database",1.49331651954603,121,14,70.7343684432803,72
"747","Boston-Cambridge-Newton, MA-NH","14460"," financial exchanges",1.49331651954603,121,6,70.7343684432803,89.6666666666667
"748","Boston-Cambridge-Newton, MA-NH","14460"," government",1.49331651954603,121,9,70.7343684432803,85.4444444444444
"749","Boston-Cambridge-Newton, MA-NH","14460"," data center",1.42220620909146,121,9,70.7343684432803,87.7777777777778
"750","Boston-Cambridge-Newton, MA-NH","14460"," mobile devices",1.3999842370744,121,15,70.7343684432803,67.7333333333333
"751","Boston-Cambridge-Newton, MA-NH","14460"," flash storage",1.35756047231457,121,5,70.7343684432803,81.6
"752","Boston-Cambridge-Newton, MA-NH","14460"," industrial engineering",1.35756047231457,121,5,70.7343684432803,96.2
"753","Boston-Cambridge-Newton, MA-NH","14460"," law enforcement",1.35756047231457,121,8,70.7343684432803,40.625
"754","Boston-Cambridge-Newton, MA-NH","14460"," nanotechnology",1.35756047231457,121,15,70.7343684432803,59.1333333333333
"755","Boston-Cambridge-Newton, MA-NH","14460"," training",1.35756047231457,121,7,70.7343684432803,78
"756","Boston-Cambridge-Newton, MA-NH","14460","finance",1.35756047231457,121,10,70.7343684432803,54.2
"757","Boston-Cambridge-Newton, MA-NH","14460"," cyber security",1.32151904384604,121,16,70.7343684432803,58.125
"758","Boston-Cambridge-Newton, MA-NH","14460"," data storage",1.29853610395307,121,9,70.7343684432803,73.1111111111111
"759","Boston-Cambridge-Newton, MA-NH","14460"," fleet management",1.24443043295502,121,6,70.7343684432803,92.3333333333333
"760","Boston-Cambridge-Newton, MA-NH","14460"," grocery",1.24443043295502,121,10,70.7343684432803,59.9
"761","Boston-Cambridge-Newton, MA-NH","14460"," parking",1.24443043295502,121,10,70.7343684432803,60.7
"762","Boston-Cambridge-Newton, MA-NH","14460"," sales automation",1.24443043295502,121,14,70.7343684432803,66.9285714285714
"763","Boston-Cambridge-Newton, MA-NH","14460"," internet of things",1.23899623892465,121,38,70.7343684432803,35.8684210526316
"764","Boston-Cambridge-Newton, MA-NH","14460"," network security",1.22180442508311,121,17,70.7343684432803,49.1764705882353
"765","Boston-Cambridge-Newton, MA-NH","14460"," insurance",1.18282496597705,121,29,70.7343684432803,46.3793103448276
"766","Boston-Cambridge-Newton, MA-NH","14460"," brand marketing",1.14870501503541,121,12,70.7343684432803,77.0833333333333
"767","Boston-Cambridge-Newton, MA-NH","14460"," management information systems",1.14870501503541,121,6,70.7343684432803,96.8333333333333
"768","Boston-Cambridge-Newton, MA-NH","14460"," marketing automation",1.14870501503541,121,28,70.7343684432803,47.1785714285714
"769","Boston-Cambridge-Newton, MA-NH","14460"," farming",1.14870501503541,121,19,70.7343684432803,31.5789473684211
"770","Boston-Cambridge-Newton, MA-NH","14460"," big data",1.14138842258295,121,36,70.7343684432803,37.8888888888889
"771","Boston-Cambridge-Newton, MA-NH","14460"," mhealth",1.13130039359548,121,21,70.7343684432803,49.8095238095238
"772","Boston-Cambridge-Newton, MA-NH","14460"," automotive",1.11998738965952,121,12,70.7343684432803,71.4166666666667
"773","Boston-Cambridge-Newton, MA-NH","14460"," insurtech",1.09267062405807,121,16,70.7343684432803,55.1875
"774","Boston-Cambridge-Newton, MA-NH","14460"," personal health",1.08604837785166,121,21,70.7343684432803,55.3809523809524
"775","Boston-Cambridge-Newton, MA-NH","14460"," data visualization",1.08211341996089,121,16,70.7343684432803,68.6875
"776","Boston-Cambridge-Newton, MA-NH","14460"," edtech",1.08211341996089,121,19,70.7343684432803,60.7894736842105
"777","Boston-Cambridge-Newton, MA-NH","14460"," machine learning",1.07726813599092,121,29,70.7343684432803,37.2758620689655
"778","Boston-Cambridge-Newton, MA-NH","14460"," banking",1.06665465681859,121,7,70.7343684432803,96
"779","Boston-Cambridge-Newton, MA-NH","14460"," water",1.06665465681859,121,11,70.7343684432803,47.5454545454545
"780","Boston-Cambridge-Newton, MA-NH","14460"," marketing",1.04671718659768,121,37,70.7343684432803,27.5135135135135
"781","Boston-Cambridge-Newton, MA-NH","14460"," paas",1.02987346175588,121,13,70.7343684432803,83.9230769230769
"782","Austin-Round Rock-Georgetown, TX","12420"," physical security",15.9811066126856,93,4,70.3843373915502,117
"783","Austin-Round Rock-Georgetown, TX","12420"," life insurance",11.9858299595142,93,4,70.3843373915502,78
"784","Austin-Round Rock-Georgetown, TX","12420"," operating systems",11.9858299595142,93,3,70.3843373915502,109
"785","Austin-Round Rock-Georgetown, TX","12420"," satellite communication",9.58866396761134,93,5,70.3843373915502,87.4
"786","Austin-Round Rock-Georgetown, TX","12420"," space travel",9.58866396761134,93,4,70.3843373915502,108.5
"787","Austin-Round Rock-Georgetown, TX","12420","developer tools",9.58866396761134,93,5,70.3843373915502,62.4
"788","Austin-Round Rock-Georgetown, TX","12420"," embedded systems",7.99055330634278,93,5,70.3843373915502,105
"789","Austin-Round Rock-Georgetown, TX","12420"," mining technology",7.99055330634278,93,5,70.3843373915502,73.6
"790","Austin-Round Rock-Georgetown, TX","12420"," banking",6.84904569115095,93,7,70.3843373915502,96
"791","Austin-Round Rock-Georgetown, TX","12420"," enterprise resource planning (erp)",6.84904569115095,93,5,70.3843373915502,131.4
"792","Austin-Round Rock-Georgetown, TX","12420"," green consumer goods",6.84904569115095,93,5,70.3843373915502,81
"793","Austin-Round Rock-Georgetown, TX","12420"," cloud storage",5.99291497975709,93,5,70.3843373915502,108
"794","Austin-Round Rock-Georgetown, TX","12420"," drone management",5.99291497975709,93,7,70.3843373915502,63.7142857142857
"795","Austin-Round Rock-Georgetown, TX","12420"," psychology",5.99291497975709,93,5,70.3843373915502,74.4
"796","Austin-Round Rock-Georgetown, TX","12420"," seo",5.99291497975709,93,5,70.3843373915502,101
"797","Austin-Round Rock-Georgetown, TX","12420"," human computer interaction",5.64039056918314,93,6,70.3843373915502,116.333333333333
"798","Austin-Round Rock-Georgetown, TX","12420"," consumer lending",5.32703553756185,93,7,70.3843373915502,92.7142857142857
"799","Austin-Round Rock-Georgetown, TX","12420"," gamification",5.32703553756185,93,5,70.3843373915502,89.4
"800","Austin-Round Rock-Georgetown, TX","12420"," data center automation",4.79433198380567,93,6,70.3843373915502,100.666666666667
"801","Austin-Round Rock-Georgetown, TX","12420"," procurement",4.79433198380567,93,7,70.3843373915502,80.5714285714286
"802","Austin-Round Rock-Georgetown, TX","12420"," social media advertising",4.79433198380567,93,6,70.3843373915502,110.166666666667
"803","Austin-Round Rock-Georgetown, TX","12420"," clean energy",4.35848362164152,93,8,70.3843373915502,67.875
"804","Austin-Round Rock-Georgetown, TX","12420"," law enforcement",4.35848362164152,93,8,70.3843373915502,40.625
"805","Austin-Round Rock-Georgetown, TX","12420"," open source",4.35848362164152,93,8,70.3843373915502,73.25
"806","Austin-Round Rock-Georgetown, TX","12420"," training",4.35848362164152,93,7,70.3843373915502,78
"807","Austin-Round Rock-Georgetown, TX","12420"," mobile advertising",4.16898433374406,93,11,70.3843373915502,91.3636363636364
"808","Austin-Round Rock-Georgetown, TX","12420"," energy management",3.99527665317139,93,12,70.3843373915502,72
"809","Austin-Round Rock-Georgetown, TX","12420"," fleet management",3.99527665317139,93,6,70.3843373915502,92.3333333333333
"810","Austin-Round Rock-Georgetown, TX","12420"," parking",3.99527665317139,93,10,70.3843373915502,60.7
"811","Austin-Round Rock-Georgetown, TX","12420"," dental",3.68794767985051,93,8,70.3843373915502,66.375
"812","Austin-Round Rock-Georgetown, TX","12420"," lead generation",3.68794767985051,93,13,70.3843373915502,78.3076923076923
"813","Austin-Round Rock-Georgetown, TX","12420"," management information systems",3.68794767985051,93,6,70.3843373915502,96.8333333333333
"814","Austin-Round Rock-Georgetown, TX","12420"," power grid",3.68794767985051,93,9,70.3843373915502,69.8888888888889
"815","Austin-Round Rock-Georgetown, TX","12420","aerospace",3.68794767985051,93,12,70.3843373915502,41.4166666666667
"816","Austin-Round Rock-Georgetown, TX","12420"," energy efficiency",3.59574898785425,93,17,70.3843373915502,39.1764705882353
"817","Austin-Round Rock-Georgetown, TX","12420"," identity management",3.55135702504124,93,12,70.3843373915502,81.6666666666667
"818","Austin-Round Rock-Georgetown, TX","12420"," semiconductor",3.55135702504124,93,12,70.3843373915502,56.4166666666667
"819","Austin-Round Rock-Georgetown, TX","12420"," edtech",3.47415361145338,93,19,70.3843373915502,60.7894736842105
"820","Austin-Round Rock-Georgetown, TX","12420"," audio",3.42452284557548,93,6,70.3843373915502,94.6666666666667
"821","Austin-Round Rock-Georgetown, TX","12420"," employee benefits",3.42452284557548,93,6,70.3843373915502,127.833333333333
"822","Austin-Round Rock-Georgetown, TX","12420","information services",3.19622132253711,93,11,70.3843373915502,47.3636363636364
"823","Austin-Round Rock-Georgetown, TX","12420"," music",3.07328973320876,93,22,70.3843373915502,43.5909090909091
"824","Austin-Round Rock-Georgetown, TX","12420"," credit",2.82019528459157,93,4,70.3843373915502,107.25
"825","Austin-Round Rock-Georgetown, TX","12420"," digital marketing",2.82019528459157,93,18,70.3843373915502,60.1666666666667
"826","Austin-Round Rock-Georgetown, TX","12420"," smart home",2.82019528459157,93,9,70.3843373915502,75.1111111111111
"827","Austin-Round Rock-Georgetown, TX","12420"," public safety",2.66351776878093,93,11,70.3843373915502,58.3636363636364
"828","Austin-Round Rock-Georgetown, TX","12420"," e-learning",2.52333262305562,93,16,70.3843373915502,71.9375
"829","Austin-Round Rock-Georgetown, TX","12420"," health insurance",2.52333262305562,93,8,70.3843373915502,77.25
"830","Austin-Round Rock-Georgetown, TX","12420"," home health care",2.52333262305562,93,14,70.3843373915502,65.8571428571429
"831","Austin-Round Rock-Georgetown, TX","12420"," it management",2.52333262305562,93,6,70.3843373915502,104
"832","Austin-Round Rock-Georgetown, TX","12420"," lending",2.52333262305562,93,8,70.3843373915502,85.75
"833","Austin-Round Rock-Georgetown, TX","12420","electronics",2.52333262305562,93,13,70.3843373915502,40.7692307692308
"834","Austin-Round Rock-Georgetown, TX","12420"," cloud infrastructure",2.45863178656701,93,9,70.3843373915502,95.1111111111111
"835","Austin-Round Rock-Georgetown, TX","12420"," chemical",2.39716599190283,93,15,70.3843373915502,41.0666666666667
"836","Austin-Round Rock-Georgetown, TX","12420"," government",2.39716599190283,93,9,70.3843373915502,85.4444444444444
"837","Austin-Round Rock-Georgetown, TX","12420"," solar",2.39716599190283,93,13,70.3843373915502,47.1538461538462
"838","Austin-Round Rock-Georgetown, TX","12420"," mobile payments",2.33869852868569,93,16,70.3843373915502,60.3125
"839","Austin-Round Rock-Georgetown, TX","12420"," data center",2.28301523038365,93,9,70.3843373915502,87.7777777777778
"840","Austin-Round Rock-Georgetown, TX","12420"," data integration",2.28301523038365,93,17,70.3843373915502,64.8823529411765
"841","Austin-Round Rock-Georgetown, TX","12420"," loyalty programs",2.28301523038365,93,9,70.3843373915502,83.5555555555556
